,tenure,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_Two year,PaymentMethod_Electronic check
3592,1,45.65,45.65,0,0,1,0,1
1344,28,20.5,563.05,0,1,1,0,0
563,59,99.5,5861.75,1,0,0,1,0
5898,33,24.15,800.3,0,1,0,0,0
4142,67,60.5,3870.0,0,0,0,0,0
4850,54,100.05,5299.65,1,0,0,0,0
1545,63,104.75,6536.5,1,0,0,1,0
3130,24,74.4,1712.9,0,0,0,0,0
6006,23,30.35,678.75,0,0,1,0,0
1463,4,70.4,281.0,1,0,1,0,1
2048,21,96.8,2030.3,1,0,1,0,0
4495,1,70.1,70.1,1,0,1,0,1
3440,71,90.55,6239.05,0,0,0,1,0
6847,18,55.95,1082.8,0,0,1,0,0
2049,69,85.4,5869.4,1,0,1,0,0
3559,27,19.85,470.0,0,1,0,1,0
3410,3,53.4,188.7,0,0,1,0,0
2091,50,20.15,970.85,0,1,0,1,0
2375,71,109.7,7904.25,1,0,0,1,0
3291,24,55.15,1319.85,0,0,1,0,1
3141,2,95.1,180.25,1,0,1,0,0
531,70,20.05,1360.25,0,1,0,1,0
4987,71,24.45,1730.65,0,1,0,1,0
2241,56,24.95,1468.9,0,1,0,1,0
2082,21,24.7,467.15,0,1,1,0,0
1836,24,96.0,2122.45,1,0,1,0,1
3583,40,60.3,2448.5,0,0,0,0,0
4365,63,79.8,5034.05,0,0,0,1,0
4347,50,100.2,5038.45,1,0,0,1,0
2282,66,99.5,6822.15,1,0,1,0,0
1586,68,109.05,7508.55,1,0,0,1,0
5344,71,76.9,5522.7,0,0,0,1,0
5248,12,20.05,264.55,0,1,0,1,1
1094,41,68.5,2839.95,0,0,0,0,0
2057,22,79.2,1742.75,0,0,1,0,1
2367,1,85.55,85.55,1,0,1,0,0
3300,33,20.1,579.4,0,1,0,0,0
6762,35,55.0,2010.55,0,0,1,0,0
4806,67,19.45,1195.95,0,1,0,0,0
2989,1,19.2,19.2,0,1,1,0,0
5967,4,25.2,102.5,0,0,1,0,0
2259,8,20.85,161.65,0,1,0,1,0
4922,61,59.8,3641.5,0,0,1,0,1
4262,2,66.4,94.55,0,0,1,0,0
6437,19,24.9,467.7,0,1,0,1,0
1589,7,64.95,493.65,0,0,1,0,1
1193,47,74.45,3510.3,0,0,0,1,0
5143,49,87.2,4345.0,0,0,0,0,0
3607,13,55.15,742.9,0,0,0,0,0
6297,64,113.35,7222.75,1,0,0,0,1
3250,11,20.55,184.95,0,1,0,0,0
102,38,95.0,3605.6,1,0,0,0,0
3956,6,105.3,545.2,1,0,1,0,1
6954,15,19.8,309.4,0,1,1,0,0
663,65,69.55,4459.15,0,0,0,1,0
5713,49,81.35,4060.9,0,0,0,1,0
3277,13,20.0,218.55,0,1,0,0,0
6619,9,20.15,238.15,0,1,1,0,0
6002,6,82.85,460.25,1,0,1,0,1
6823,4,50.55,235.65,0,0,1,0,0
4161,2,49.95,107.1,0,0,1,0,0
5678,1,60.0,60.0,0,0,1,0,1
4375,66,114.3,7383.7,1,0,0,0,0
3940,19,25.15,468.35,0,0,1,0,0
1108,69,24.6,1678.05,0,1,0,1,0
3076,6,56.25,389.1,0,0,1,0,1
3945,3,34.25,139.35,0,0,1,0,0
3973,43,60.4,2640.55,0,0,0,0,0
1261,2,80.15,194.55,1,0,1,0,1
1536,69,75.75,5388.15,0,0,0,1,0
808,40,101.3,4113.1,1,0,1,0,1
3652,1,25.25,25.25,0,0,1,0,1
2481,61,25.0,1501.75,0,1,0,1,0
726,22,26.25,605.9,0,1,0,1,0
2401,11,54.55,601.25,0,0,1,0,1
2738,43,75.2,3254.35,0,0,0,1,0
3522,37,19.8,677.05,0,1,0,0,0
1263,68,89.6,6127.6,1,0,1,0,0
2391,8,59.25,436.6,0,0,1,0,1
6599,13,94.1,1215.6,1,0,1,0,1
2635,63,25.25,1559.3,0,1,0,1,0
5012,12,20.1,223.6,0,1,1,0,0
2879,70,102.95,7101.5,1,0,1,0,1
2781,7,44.4,265.8,0,0,1,0,1
3502,44,54.0,2440.25,0,0,0,0,1
5390,12,99.45,1200.15,1,0,1,0,1
2106,55,59.45,3157.0,0,0,0,0,0
3019,22,55.15,1206.05,0,0,1,0,1
5816,3,44.6,122.7,0,0,1,0,1
6126,19,95.9,1777.9,1,0,1,0,0
392,2,44.3,89.3,0,0,1,0,1
3529,2,74.2,140.1,1,0,1,0,1
5214,2,73.55,145.4,1,0,1,0,0
441,49,101.55,5070.4,1,0,1,0,0
3042,46,30.3,1380.1,0,0,1,0,0
1739,1,69.9,69.9,1,0,1,0,1
4724,50,80.05,4042.2,0,0,0,0,0
6829,8,19.6,125.0,0,1,0,1,0
5591,4,88.45,370.65,1,0,1,0,1
4828,39,41.1,1597.05,0,0,1,0,0
2862,7,69.35,451.1,1,0,1,0,1
2527,9,83.3,803.3,1,0,1,0,1
6329,46,104.4,4904.2,1,0,0,1,0
4669,51,20.45,1042.65,0,1,0,1,0
5457,11,51.0,581.7,0,0,1,0,0
3201,50,79.6,4024.2,0,0,0,1,0
7003,26,35.75,1022.5,0,0,1,0,1
3115,13,84.45,1058.6,1,0,1,0,1
5913,26,87.15,2274.1,1,0,0,0,0
6531,25,65.8,1679.65,0,0,1,0,0
5102,72,110.15,7881.2,1,0,0,1,0
5654,70,105.35,7511.9,1,0,0,1,0
424,10,40.7,449.3,0,0,1,0,0
728,30,91.7,2758.15,1,0,1,0,0
1924,22,85.35,1961.6,1,0,1,0,0
779,2,45.35,89.5,0,0,1,0,1
6721,49,79.3,3902.45,0,0,0,1,0
6614,71,19.7,1301.1,0,1,0,1,0
6273,2,70.65,142.35,1,0,1,0,1
47,2,80.65,144.15,1,0,1,0,1
5595,2,19.4,61.05,0,1,1,0,0
2346,71,95.75,6849.4,1,0,0,1,0
4506,72,77.35,5396.25,0,0,0,1,0
1068,49,99.05,4853.75,1,0,1,0,0
2217,66,89.9,5958.85,0,0,0,1,0
2555,8,60.0,487.75,0,0,1,0,1
350,37,62.8,2278.75,0,0,0,1,0
131,25,58.6,1502.65,0,0,1,0,0
3131,72,78.45,5682.25,0,0,0,1,0
3536,1,79.15,79.15,1,0,1,0,0
4924,1,35.75,35.75,0,0,1,0,1
6841,5,55.75,266.95,0,0,1,0,0
4771,3,79.4,244.65,1,0,1,0,1
2203,72,104.9,7537.5,1,0,0,0,0
4169,15,101.25,1457.25,1,0,1,0,1
261,13,106.9,1364.3,1,0,1,0,1
3856,61,114.1,7132.15,1,0,1,0,1
2631,7,99.25,665.45,1,0,1,0,1
6511,63,50.65,3221.25,0,0,0,1,0
2992,12,34.0,442.45,0,0,1,0,0
4066,56,64.65,3665.55,0,0,0,0,0
4263,72,115.55,8312.4,1,0,0,1,0
6412,72,108.3,7679.65,1,0,0,1,0
4842,9,54.55,494.05,0,0,1,0,1
2385,3,29.65,90.05,0,0,1,0,0
2998,2,74.75,144.8,1,0,1,0,1
4542,32,79.3,2570.0,1,0,1,0,0
428,18,75.6,1395.05,1,0,1,0,0
101,1,19.45,19.45,0,1,1,0,1
5904,70,98.9,6838.6,1,0,0,0,1
2439,17,19.9,329.75,0,1,0,0,0
3552,68,102.1,7149.35,1,0,0,1,0
2817,41,20.65,875.55,0,1,0,1,0
513,56,105.45,5916.95,1,0,1,0,0
1514,63,19.5,1215.1,0,1,0,1,0
4468,15,25.4,399.6,0,1,1,0,0
3851,46,19.25,864.2,0,1,0,1,0
4900,37,85.7,3171.15,1,0,1,0,1
4654,42,19.05,761.85,0,1,0,0,1
2669,19,95.15,1789.25,1,0,1,0,1
5948,70,84.6,5706.2,1,0,0,1,0
6797,27,69.05,1793.25,1,0,1,0,0
3997,69,61.45,4131.2,0,0,0,1,0
4382,4,48.75,179.85,0,0,1,0,0
1206,3,70.15,194.2,1,0,1,0,1
401,11,20.05,237.7,0,1,0,0,0
3977,63,110.1,6705.7,1,0,0,1,0
5047,39,73.15,2730.85,1,0,1,0,0
5890,69,85.35,5897.4,0,0,0,1,0
2600,1,70.1,70.1,1,0,1,0,1
2450,72,110.45,8058.85,1,0,0,1,0
6034,7,20.25,129.15,0,1,0,0,0
57,66,108.45,7076.35,1,0,0,0,1
2653,70,75.35,5437.75,0,0,0,1,0
159,10,25.7,251.6,0,1,0,1,0
2850,60,99.0,6017.9,1,0,1,0,1
3500,58,94.3,5610.15,1,0,0,0,1
888,37,91.2,3247.55,1,0,0,0,0
6589,68,25.8,1911.5,0,1,0,1,0
344,41,20.25,865.0,0,1,0,0,0
4198,52,23.05,1255.1,0,1,0,1,0
6021,13,20.45,254.5,0,1,1,0,0
3013,29,71.0,2080.1,0,0,0,0,0
996,34,70.0,2416.1,1,0,1,0,0
7035,19,78.7,1495.1,1,0,1,0,0
5633,6,26.35,184.05,0,1,1,0,0
4049,46,100.25,4753.85,1,0,0,0,1
3292,5,50.95,229.4,0,0,1,0,0
317,38,80.3,3058.65,0,0,0,0,0
737,70,101.0,7085.5,1,0,0,1,0
6087,26,39.95,1023.75,0,0,0,0,0
4358,13,64.75,877.35,0,0,0,0,1
2961,12,53.75,648.65,0,0,1,0,0
3695,32,98.85,3089.6,1,0,1,0,1
2824,63,19.25,1237.65,0,1,0,1,0
3210,64,65.8,4068.0,0,0,0,0,0
6485,64,73.55,4764.0,1,0,1,0,0
2849,12,20.3,246.7,0,1,1,0,0
1243,1,45.3,45.3,0,0,1,0,1
3702,20,79.15,1520.9,1,0,1,0,1
718,26,50.35,1277.5,0,0,1,0,0
385,11,19.95,214.75,0,1,1,0,0
968,71,77.35,5550.1,0,0,0,1,0
3681,46,101.0,4680.05,1,0,1,0,1
1380,61,98.45,6145.2,1,0,0,0,0
656,68,88.85,6132.7,0,0,0,1,0
3420,26,69.5,1800.05,0,0,1,0,0
11,16,18.95,326.8,0,1,0,1,0
4272,56,25.15,1327.15,0,1,0,1,0
4665,67,36.15,2434.45,0,0,0,1,0
2709,41,53.95,2215.4,0,0,1,0,1
156,22,84.15,1821.95,1,0,1,0,0
2880,12,79.95,1043.4,1,0,1,0,0
3751,60,109.45,6572.85,1,0,1,0,0
6564,5,20.05,95.55,0,1,1,0,0
2816,72,109.55,8165.1,1,0,0,1,1
2398,2,30.25,63.75,0,0,1,0,0
1857,65,58.9,3857.1,0,0,0,1,0
1606,72,104.1,7447.7,1,0,0,1,0
6647,71,77.55,5574.35,0,0,0,1,0
6435,52,50.2,2554.0,0,0,0,1,0
4405,6,83.55,477.55,1,0,1,0,0
713,14,86.0,1164.05,1,0,1,0,0
6926,56,73.85,4092.85,1,0,1,0,1
3364,21,103.9,2254.2,1,0,1,0,1
3968,72,20.05,1423.65,0,1,0,1,0
5282,3,95.2,292.85,1,0,1,0,1
3447,39,81.4,3213.75,1,0,0,0,0
5016,5,19.85,108.05,0,1,1,0,0
2503,44,20.6,926.0,0,1,0,0,0
2652,1,55.55,55.55,0,0,1,0,0
5294,53,104.05,5566.4,1,0,0,1,0
3957,63,102.6,6296.75,1,0,0,1,1
3811,2,54.45,87.3,0,0,1,0,0
4937,36,76.35,2606.35,0,0,0,0,0
6465,59,20.6,1286.0,0,1,0,1,0
6912,9,85.5,791.7,1,0,1,0,1
472,9,70.05,564.4,0,0,1,0,0
3450,70,104.8,7308.95,1,0,0,0,1
3492,3,29.2,98.5,0,0,1,0,0
2479,56,75.85,4261.2,0,0,0,1,0
4269,17,90.2,1454.15,1,0,1,0,0
5406,71,97.2,6910.3,1,0,0,1,1
324,69,60.05,4176.7,0,0,0,1,0
283,68,54.45,3687.75,0,0,1,0,0
4630,22,65.05,1427.55,0,0,1,0,0
4406,37,78.9,2976.95,0,0,1,0,0
4284,32,90.95,2897.95,1,0,1,0,1
2707,3,98.7,293.65,1,0,1,0,1
2131,42,48.15,2032.3,0,0,0,1,0
1116,38,24.25,914.4,0,1,0,0,1
4041,46,60.75,2893.4,0,0,0,1,0
382,72,64.8,4732.35,0,0,0,1,0
2135,56,106.6,5893.95,1,0,1,0,0
6545,9,74.65,703.55,0,0,1,0,1
4682,27,88.3,2467.75,1,0,1,0,0
4017,28,59.0,1654.45,0,0,0,0,0
839,44,20.4,905.55,0,1,0,1,0
5048,54,99.1,5437.1,1,0,0,0,1
4531,9,79.35,661.25,1,0,1,0,0
5224,45,100.15,4459.8,1,0,0,0,0
541,11,58.95,601.6,0,0,1,0,0
4453,10,98.5,1037.75,1,0,1,0,1
1656,53,90.8,4921.2,1,0,1,0,1
4255,13,75.3,989.45,0,0,0,0,0
2932,55,113.6,6292.7,1,0,0,1,1
4704,1,61.15,61.15,0,0,1,0,1
2440,32,19.45,674.55,0,1,1,0,0
4805,52,24.55,1331.05,0,1,0,1,0
1785,68,92.2,6392.85,0,0,0,1,0
3247,72,111.6,8012.75,1,0,0,1,0
4631,5,92.5,452.7,1,0,1,0,1
5512,9,55.3,501.2,0,0,1,0,0
1835,1,45.0,45.0,0,0,1,0,1
5766,23,60.0,1347.15,0,0,0,0,0
3892,17,19.7,340.35,0,1,1,0,0
5820,60,59.8,3561.15,0,0,0,0,0
2144,3,50.5,147.75,0,0,1,0,0
3174,58,45.0,2689.35,0,0,0,0,0
6558,16,20.25,327.45,0,1,1,0,0
907,19,65.35,1231.85,0,0,0,0,0
4929,63,84.0,5329.55,0,0,0,0,0
6981,8,65.45,554.45,0,0,1,0,1
1902,72,90.6,6441.85,0,0,0,1,0
6429,67,69.35,4653.25,0,0,0,0,0
605,72,86.65,6094.25,0,0,0,1,0
5621,3,74.75,229.5,1,0,1,0,0
582,4,89.2,346.2,1,0,1,0,1
1103,54,105.2,5637.85,1,0,0,0,1
1885,24,70.3,1706.45,0,0,1,0,0
2253,72,74.4,5360.75,0,0,0,1,0
5580,48,19.95,1004.5,0,1,0,0,0
554,32,80.35,2596.15,1,0,1,0,0
1098,67,89.55,6038.55,1,0,0,0,1
5055,53,25.1,1275.6,0,1,0,1,0
956,71,25.45,1813.35,0,1,0,1,0
6610,5,80.1,398.55,1,0,1,0,0
3120,69,24.95,1718.35,0,1,0,1,0
2252,64,19.8,1336.65,0,1,0,0,0
6939,35,89.2,3251.3,1,0,0,0,1
4653,30,51.2,1561.5,0,0,1,0,0
4530,67,19.65,1335.2,0,1,0,1,0
2349,72,90.45,6565.85,1,0,0,1,0
1171,60,94.4,5610.25,1,0,0,0,1
4779,19,96.8,1743.05,1,0,1,0,1
1706,69,97.65,6743.55,1,0,0,1,0
2382,29,39.5,1082.75,0,0,0,0,0
5950,1,24.7,24.7,0,0,1,0,1
6145,67,54.2,3623.95,0,0,0,1,0
2007,2,80.2,181.1,1,0,1,0,1
844,1,89.9,89.9,1,0,1,0,1
4409,71,46.35,3353.4,0,0,0,1,0
2104,8,85.2,627.4,1,0,1,0,0
645,20,94.55,1899.65,1,0,1,0,1
5172,54,20.0,1149.65,0,1,0,1,0
6530,63,36.1,2298.9,0,0,0,0,0
6790,67,25.6,1790.35,0,1,0,1,0
2685,72,100.65,7334.05,1,0,0,1,0
2368,72,117.15,8529.5,1,0,0,1,0
787,34,60.85,2003.6,0,0,1,0,0
4731,19,19.9,357.7,0,1,0,0,0
4346,42,66.4,2727.8,0,0,1,0,0
2908,18,99.4,1742.95,1,0,1,0,1
6867,67,19.95,1311.75,0,1,0,1,0
5795,39,106.4,4040.65,1,0,1,0,1
2464,1,77.15,77.15,1,0,1,0,1
2264,70,114.95,7711.25,1,0,0,1,0
3123,16,69.95,1205.5,1,0,1,0,0
4749,5,49.2,216.9,0,0,1,0,1
4608,55,77.8,4323.35,0,0,0,1,0
1703,11,35.65,425.1,0,0,1,0,1
6133,2,24.9,49.7,0,0,1,0,0
1221,9,24.6,190.1,0,0,1,0,0
947,32,91.35,2896.55,1,0,1,0,0
1250,56,103.2,5744.35,1,0,0,1,0
6732,24,89.55,2259.35,1,0,1,0,1
1248,11,90.15,987.95,1,0,1,0,1
5141,5,19.25,86.05,0,1,1,0,0
3509,1,44.9,44.9,0,0,1,0,0
1952,20,95.5,1916.2,1,0,1,0,0
5873,18,75.4,1380.4,1,0,1,0,1
6956,67,64.55,4250.1,0,0,0,1,0
3821,1,74.2,74.2,1,0,1,0,1
4969,2,19.85,52.0,0,1,1,0,0
6899,1,45.1,45.1,0,0,1,0,0
3288,13,20.85,272.35,0,1,0,1,0
673,22,24.85,493.4,0,1,1,0,0
17,71,106.7,7382.25,1,0,0,1,0
3887,11,74.95,815.5,1,0,1,0,1
4256,70,26.0,2006.95,0,1,0,1,0
1771,13,90.5,1201.15,1,0,1,0,1
2662,2,49.25,90.35,0,0,1,0,1
1590,63,19.35,1263.85,0,1,0,1,1
2067,65,103.15,6792.45,1,0,0,0,0
4958,59,94.75,5597.65,1,0,1,0,1
6226,65,25.75,1654.75,0,1,0,1,0
2934,12,19.4,198.1,0,1,1,0,0
7030,2,20.05,39.25,0,1,1,0,0
4623,69,95.35,6382.0,1,0,1,0,0
1472,13,74.4,896.75,1,0,1,0,0
1906,40,36.0,1382.9,0,0,0,0,0
2506,72,24.3,1778.7,0,1,0,1,0
5837,2,51.4,96.8,0,0,1,0,1
6152,16,93.2,1573.7,1,0,1,0,0
5111,47,85.5,4042.3,1,0,1,0,0
2276,44,104.15,4495.65,1,0,1,0,1
6996,41,66.5,2728.6,0,0,0,0,0
4196,70,24.05,1764.75,0,1,0,1,0
2129,1,75.3,75.3,1,0,1,0,1
5473,20,49.6,939.8,0,0,1,0,1
6343,38,20.1,730.1,0,1,0,0,0
3950,49,96.2,4718.25,1,0,1,0,1
2942,46,19.95,907.05,0,1,0,1,1
6682,69,92.45,6460.55,1,0,0,1,0
4326,1,89.1,89.1,1,0,1,0,1
3576,72,23.3,1623.15,0,1,0,0,0
6368,2,94.0,181.7,1,0,1,0,1
5968,12,74.05,872.65,0,0,0,0,0
6023,51,19.6,967.9,0,1,0,1,0
6549,1,56.25,56.25,0,0,1,0,1
4491,1,19.75,19.75,0,1,1,0,0
6633,1,74.5,74.5,1,0,1,0,1
5279,70,25.15,1790.15,0,1,0,1,0
4615,72,64.75,4804.75,0,0,0,1,0
3863,17,102.55,1742.5,1,0,1,0,1
6751,52,19.65,1025.05,0,1,0,1,0
4780,9,70.05,657.5,1,0,1,0,0
297,35,100.8,3437.5,1,0,1,0,1
5616,38,54.5,2076.05,0,0,1,0,1
3380,1,95.1,95.1,1,0,1,0,1
1379,70,44.6,3058.15,0,0,0,1,0
4598,18,56.25,969.85,0,0,1,0,0
6175,32,90.8,3023.85,1,0,0,0,1
3677,1,30.55,30.55,0,0,1,0,0
169,16,20.4,321.4,0,1,1,0,1
3493,2,46.6,87.9,0,0,1,0,0
1278,36,60.7,2234.55,0,0,0,0,0
6680,48,95.5,4627.85,1,0,0,1,0
5173,4,44.8,169.65,0,0,1,0,1
4513,72,92.45,6440.25,0,0,0,1,0
2891,1,79.7,79.7,1,0,1,0,1
1,34,56.95,1889.5,0,0,0,0,0
2165,13,20.2,273.25,0,1,0,0,0
2451,28,106.1,2847.4,1,0,0,0,1
1305,28,59.55,1646.45,0,0,1,0,0
2691,7,59.1,369.25,0,0,0,0,1
2549,2,20.05,33.7,0,1,1,0,0
3036,67,49.35,3321.35,0,0,0,0,0
6057,19,61.55,1093.2,0,0,1,0,0
2433,9,50.8,463.6,0,0,0,0,0
3757,42,66.5,2762.75,0,0,0,1,0
3816,50,75.15,3822.45,0,0,0,1,0
2737,64,104.65,6889.8,1,0,0,0,0
437,72,114.05,8468.2,1,0,0,1,0
1125,39,105.65,4284.8,1,0,1,0,1
6100,29,99.05,2952.85,1,0,1,0,0
1675,29,78.9,2384.15,1,0,1,0,1
2881,31,64.0,1910.75,0,0,0,0,1
6200,59,19.5,1222.65,0,1,0,1,0
3388,65,55.15,3673.15,0,0,1,0,0
698,47,84.95,4018.05,1,0,0,0,0
1130,26,19.15,515.75,0,1,0,1,0
607,51,47.85,2356.75,0,0,0,0,0
4341,2,44.15,92.65,0,0,1,0,1
970,1,90.55,90.55,1,0,1,0,1
2592,12,19.45,246.25,0,1,1,0,0
2050,71,47.6,3377.8,0,0,0,1,0
5112,7,20.05,164.85,0,1,1,0,0
5688,41,20.0,879.8,0,1,0,1,0
1826,65,90.65,5931.0,1,0,1,0,1
430,61,19.4,1182.55,0,1,1,0,0
1800,1,43.85,43.85,0,0,1,0,0
4261,57,54.65,3134.7,0,0,0,0,0
5851,35,110.8,3836.3,1,0,0,0,0
5148,65,99.35,6347.55,1,0,0,1,1
6068,12,44.55,480.6,0,0,1,0,1
3984,72,25.1,1857.85,0,1,0,1,0
2342,30,106.4,3211.9,1,0,1,0,0
3665,71,99.0,6994.6,1,0,0,1,1
3408,4,50.7,151.3,0,0,1,0,0
2017,38,20.4,743.5,0,1,0,1,0
2771,13,63.15,816.8,0,0,1,0,0
1664,46,96.05,4399.5,1,0,1,0,0
4557,53,54.9,3045.75,0,0,0,0,0
4606,11,25.0,300.7,0,1,0,1,0
6700,72,106.3,7565.35,1,0,0,1,0
6212,15,50.75,688.2,0,0,0,0,1
5970,5,89.15,413.25,1,0,1,0,1
5117,66,61.35,4193.4,0,0,0,1,0
4892,20,84.35,1745.2,1,0,1,0,1
1147,3,60.25,170.5,0,0,1,0,1
1020,39,51.05,2066.0,0,0,1,0,0
3974,37,79.25,2911.8,0,0,0,0,0
2304,67,100.9,6733.15,1,0,0,0,0
1959,5,34.25,163.55,0,0,1,0,1
1793,72,24.75,1769.6,0,1,0,1,0
1608,17,20.1,279.5,0,1,0,0,0
3725,1,70.8,70.8,1,0,1,0,0
853,5,64.35,352.65,0,0,1,0,1
444,36,80.4,2937.65,1,0,1,0,1
402,69,99.45,7007.6,1,0,1,0,0
5530,66,92.15,6056.9,1,0,0,0,0
6734,12,50.25,593.75,0,0,1,0,0
5888,49,95.6,4783.5,1,0,1,0,1
245,4,75.35,273.4,1,0,1,0,1
6298,46,80.0,3769.7,1,0,1,0,0
1786,38,84.25,3264.5,1,0,1,0,0
985,33,80.6,2656.5,1,0,1,0,0
987,1,19.75,19.75,0,1,1,0,0
5823,22,20.05,470.2,0,1,1,0,0
5168,9,80.8,713.1,1,0,1,0,1
4715,64,86.4,5442.05,0,0,0,1,0
478,5,96.1,453.4,1,0,1,0,1
2274,23,99.85,2331.3,1,0,1,0,1
3920,71,86.4,6172.0,1,0,0,1,0
4415,66,66.1,4428.45,0,0,0,1,0
5644,1,76.2,76.2,1,0,1,0,1
5213,17,92.55,1614.7,1,0,1,0,1
2132,23,19.65,436.9,0,1,0,0,0
672,1,75.05,75.05,1,0,1,0,0
6330,23,90.15,2044.95,1,0,1,0,0
3319,2,70.75,146.9,0,0,1,0,1
4788,59,54.15,3116.15,0,0,0,1,0
3948,56,88.9,4968.0,1,0,0,0,0
1143,18,56.8,1074.65,0,0,1,0,0
812,42,25.25,1108.2,0,1,0,1,1
6188,18,20.05,358.5,0,1,1,0,0
5570,37,95.15,3532.85,1,0,1,0,1
3627,16,20.1,296.15,0,1,0,0,0
2599,72,73.0,5265.2,0,0,0,1,0
1028,26,83.75,2070.6,1,0,1,0,1
4738,5,104.1,541.9,1,0,1,0,0
2411,60,84.95,4984.85,0,0,0,1,1
3913,72,24.8,1874.3,0,1,0,1,0
5700,29,79.3,2414.55,1,0,1,0,1
6254,60,97.2,5611.75,1,0,0,1,1
2715,41,25.25,996.45,0,1,1,0,0
5880,3,29.6,79.45,0,0,1,0,1
3897,72,115.5,8425.15,1,0,0,1,1
2944,12,50.95,605.75,0,0,1,0,0
1398,24,84.35,1938.05,1,0,1,0,1
6360,1,20.3,20.3,0,1,1,0,0
3923,1,80.85,80.85,1,0,1,0,0
2064,30,19.55,608.5,0,1,0,0,0
6609,1,20.1,20.1,0,1,1,0,0
75,56,110.5,6139.5,1,0,0,0,1
1566,72,75.4,5480.25,0,0,0,1,0
4266,62,102.0,6529.25,1,0,0,0,1
2937,64,92.85,5980.75,1,0,0,0,1
3437,41,56.3,2364.0,0,0,0,0,0
815,25,84.6,2088.05,1,0,1,0,0
1451,18,69.5,1199.4,0,0,1,0,0
1236,3,76.95,228.4,1,0,1,0,1
359,42,97.1,4016.75,1,0,0,0,1
1517,56,100.55,5514.95,1,0,0,0,1
6729,68,72.95,4953.25,0,0,0,1,0
3955,29,45.9,1332.4,0,0,1,0,1
6345,2,56.55,118.25,0,0,1,0,0
4837,1,69.8,69.8,1,0,1,0,1
208,19,106.6,1934.45,1,0,1,0,1
1997,67,105.65,6717.9,1,0,0,1,0
3585,34,90.15,3128.8,1,0,0,0,0
4174,37,28.6,973.55,0,0,1,0,0
2163,29,98.5,3004.15,1,0,1,0,1
97,5,21.05,113.85,0,1,1,0,0
5025,6,69.8,377.85,1,0,1,0,1
2297,54,110.35,5893.15,1,0,0,0,1
1406,66,25.3,1673.8,0,1,0,1,0
22,1,20.15,20.15,0,1,1,0,0
555,56,68.75,3808.0,0,0,0,0,0
6501,67,105.7,6816.95,1,0,0,0,0
3596,3,55.35,165.2,0,0,1,0,1
1890,1,21.0,21.0,0,1,1,0,1
2558,38,20.05,678.2,0,1,0,0,0
592,63,83.5,5435.0,0,0,0,1,0
2141,16,20.15,341.35,0,1,1,0,1
5963,22,78.65,1663.75,0,0,0,0,0
5178,53,108.95,5718.2,1,0,0,0,0
4696,59,95.8,5655.45,1,0,0,1,1
6114,8,66.65,520.95,0,0,1,0,1
3775,41,98.4,4187.75,1,0,1,0,1
4809,1,20.3,20.3,0,1,1,0,0
6812,45,85.7,3778.1,1,0,1,0,0
2619,33,110.45,3655.45,1,0,1,0,1
6385,4,101.7,364.55,1,0,1,0,1
3656,49,49.8,2398.4,0,0,0,1,0
5204,38,24.85,955.75,0,0,1,0,1
6622,2,62.05,118.3,0,0,1,0,0
3548,71,97.65,6687.85,1,0,0,0,0
4767,1,19.85,19.85,0,1,0,0,0
2540,70,111.95,7795.95,1,0,0,1,0
5114,50,83.4,4113.7,1,0,1,0,1
6388,1,20.4,20.4,0,1,1,0,0
3199,68,25.5,1821.8,0,1,0,1,0
1018,4,40.05,162.45,0,0,1,0,1
6249,3,74.5,217.45,1,0,1,0,1
1903,3,92.0,266.8,1,0,1,0,1
190,43,71.9,3173.35,0,0,0,0,0
4113,36,20.35,695.85,0,1,0,0,0
5725,18,24.65,471.35,0,1,0,1,0
5584,11,80.5,896.9,1,0,1,0,0
5070,35,85.15,3030.6,1,0,0,0,1
144,71,23.95,1756.2,0,1,0,1,0
1079,3,69.55,200.2,1,0,1,0,1
4662,22,20.15,432.5,0,1,1,0,0
3164,31,101.4,3143.65,1,0,1,0,1
1942,46,19.2,908.15,0,1,0,1,0
1441,58,97.8,5458.8,1,0,0,0,0
2323,29,98.6,2933.2,1,0,1,0,0
2711,28,90.1,2598.95,1,0,0,0,0
5189,1,54.3,54.3,0,0,1,0,1
2537,72,113.4,8164.1,1,0,0,1,0
3786,27,75.75,1929.0,1,0,1,0,0
5709,12,19.3,228.75,0,1,0,0,0
4182,29,98.65,2862.75,1,0,1,0,1
6282,4,19.55,68.8,0,1,0,1,0
813,34,30.4,938.65,0,0,0,0,0
2120,55,21.0,1210.3,0,1,0,1,0
3642,30,104.1,3121.1,1,0,1,0,1
5254,70,114.75,7842.3,1,0,0,1,0
6804,5,90.35,434.5,1,0,1,0,0
5807,57,18.8,1094.35,0,1,0,1,0
1949,67,104.6,6885.75,1,0,0,1,0
610,9,29.95,248.95,0,0,1,0,1
4917,15,19.6,299.4,0,1,1,0,0
4322,2,70.15,123.8,1,0,1,0,1
40,10,49.55,475.7,0,0,0,0,0
3473,42,106.15,4512.7,1,0,1,0,0
6462,2,95.65,167.3,1,0,1,0,1
1313,47,109.55,5124.55,1,0,1,0,1
2868,26,85.75,2146.5,1,0,1,0,1
4932,27,80.65,2209.75,1,0,0,0,0
1721,9,74.25,639.65,1,0,1,0,0
